PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43
-0.8752495142274213,-0.5479239912439944,0.7055404240938365,0.1700456069172013,-0.08056576806762018,-0.270986254979221,0.037203844750059105,1.0599102297446654,0.6006417080400419,-0.5305599498618486,-0.0276651476159122,-0.001695625238040339,0.04195998681972532,0.3231998561121844,0.45953305346586726,0.21065874679734056,0.29292514684059107,0.5104155316649434,-0.07604997072932214,-0.6666352954107485,0.024922279041239746,0.3564565745315294,0.10851829327081354,-0.26936181179197816,-0.36580243028277915,-0.1987808011932952,0.2036175263601788,0.16692656939597572,-0.32212969940186115,-0.09481893262380002,-0.25459119417960796,-0.11654863980609706,0.049880393100596665,0.2726655932056083,0.07498372316649136,-0.19598818320083677,-0.09109184215453947,0.1972267429594584,-0.18922285532136332,0.04166246209253903,-0.1576819131860292,0.15468765607825788,-0.010044946747334535
-0.6412791728654708,-0.3284891884268531,0.5682247216824949,0.29634418774801335,0.06201688663980438,-0.025206897894835652,0.039164494157233075,-0.214077078456038,-0.2794498479924485,-0.07212364661312223,-0.002502816867452398,-0.3256049394986112,0.19608525199002844,-0.19259789006744088,0.17063676261153415,-0.021482128667897026,0.029863026590295525,-0.02219770038787753,-0.0018392235211681263,0.04452894757914774,0.12251074995860468,-0.113553873067176,-0.20601408547277605,-0.09734611204205516,0.10239468401202888,0.14368788765684787,-0.0665977082605993,-0.020440519590158877,-0.10739005900781817,-0.05973405983604165,-0.21547469515350304,8.719652930186113e-06,0.08689373910942756,0.23092574033688706,-0.08044993715483185,0.14448886702732844,-0.1752039513317317,-0.14560914588653698,-0.057999264038031885,-0.08080351728481158,-0.09108267401102878,0.06218831380389709,-0.0771476238282832
-0.296920195404876,-0.740030246148848,0.08192326394012564,0.2588910549265302,-0.3000264822102094,0.39163196676942835,-0.15034857901569781,0.19685143342577985,0.12779827698024782,-0.648292820827507,0.21173928272075415,0.2487916454326478,-0.39303947924318067,-0.08734740259301421,0.02468982727293765,0.02288323754591361,-0.1901269003908236,0.2366371593830546,-0.0602625536154987,-0.10876290051169966,-0.05613098162444607,-0.08788997428380455,0.07620039914017208,-0.3136223801730578,-0.14948679651213032,-0.026948215689492665,-0.2120450387781926,0.1567133107866432,-0.16084260081713975,0.17659328289428944,-0.12847381205233388,0.04218813344309513,0.05921527022909691,-0.010961974691560485,-0.015732096449649183,-4.177768538007556e-05,-0.17636330630238412,-0.06274361848207466,0.020750120454272603,-0.28199374633746177,0.10289099553333217,0.20735625264132965,-0.02250284555704283
-0.4563743718017848,-0.21087418672322425,0.27022906431914534,0.30062687729259324,-0.31256435904814145,-0.0015422800594560935,-0.3423203045892725,-0.0058776839580201995,-0.18278739438210342,0.04627116087296364,0.20112532190496574,0.3439675608740577,0.042201627575994265,-0.054738100012428605,-0.04308554342999929,-0.1398022473909598,0.08670889668531839,0.03604557027561089,0.05231398560987543,-0.2581901668119927,0.17772968664325903,-0.1775431300329412,0.16296507587843923,-0.10736359003951845,0.06018883894600087,0.018680267072919247,-0.11031282951004141,0.1823269721670514,-0.42996257499616414,-0.00961077342897454,-0.2501728903472952,-0.15585639061583673,0.2449548534971573,0.05792440542181656,-0.2267757085721857,0.15018006244064405,-0.07553311862604296,-0.15407557563477448,0.0771218688048402,-0.13630596354578647,0.011973762617327898,0.12508698954976946,-0.3066113999299514
-0.6696719064468744,-0.6144975396638532,-0.036430767726833915,0.5268265337994436,-0.11456607025332557,0.17000529606531195,0.00917678564919609,0.12752126422277582,-0.5410909601967395,-0.25138147502480185,0.22867276179602794,-0.06700619548559761,0.26236194311344746,0.04794334727308368,-0.03780047830481327,-0.1518929130823009,-0.29223765291730736,0.09629419088131742,0.017453726041786733,-0.006836465617658972,-0.17872279621082465,-0.17399971337974524,-0.08609686646645454,-0.0583002635643279,-0.35403890311947533,-0.03316504854200161,0.0005511156032639273,0.05833918738357831,-0.2509803245041305,-0.15626662462544252,-0.1725842347935352,-0.15125035830973207,-0.05609751035492299,-0.05982595745146044,-0.18988789304851977,0.13837353561454743,-0.090592954032123,-0.23036995300011434,0.17185733810931564,-0.14069368977705835,-0.12776964679234729,0.4870393147441432,-0.1316703739208313
0.007711748791865773,-0.2543725782969889,0.22084149711239323,0.5030936979633226,-0.6246730774572354,-0.1371883625615716,0.19287033297058406,-0.05091320658640352,-0.09054062800219324,-0.18631198917184008,-0.4360190311814017,0.18856706293629122,-0.39863547209270467,-0.10867905823841362,0.2165413926686813,0.29844560293440997,-0.07281100802170873,0.15697336297148767,0.29886181287160474,0.0030586607972992227,-0.025473375525911522,0.07515575681666743,0.1637656990313112,0.14816054462544118,-0.056150896398545966,0.0703672273480639,0.03477525249294397,0.0709338277028895,0.09843784831537095,-0.028736046682470137,0.025626410328049222,0.06194958687435205,0.08219627689821002,-0.15486947398438844,-0.07377348858785553,-0.01739546839888064,-0.019795599863909594,0.004946428930036308,-0.021104865837596076,-0.039387138177400915,-0.046867357641411436,0.07831999331607982,-0.03135497958689339
-0.1416946969971829,-0.9026499687045304,0.22664481514733617,0.6382681689667669,-0.17015324147358182,-0.4011962498140626,-0.21929469814844013,0.25405127756329954,-0.3660985887468012,0.4989851951992123,-0.01276543287609901,-0.24857507979777854,-0.27826695812428925,0.0026866577222740985,-0.007692827088156151,-0.5545462145975989,-0.09207199548733112,0.17512357506966827,0.2388102150196799,-0.3169360391798569,-0.12661235573332122,0.11591222843467325,0.0479239276604212,-0.2598707649632071,-0.23807112362319646,0.24160744703191606,0.040477503289419535,-0.030035420288956047,-0.07904862023303863,-0.04197435102113327,-0.048713414323458167,-0.12153373265708871,-0.1467144216420228,-0.14106085859230702,-0.09272759276860752,-0.11698898057632572,0.019408912022189168,-0.09751197856435048,0.08419560144410844,0.09362240877351959,0.2478955495857224,-0.08319842151274112,-0.10195365354914429
-0.7759642151154276,-0.5405494135225594,0.39800918357049847,0.11038010882767263,0.1622915462482472,0.4570158705153071,-0.15698824127838357,0.14159245895925568,0.017854034091273188,0.2200104018531158,-0.26503310593120166,0.6427675705598942,0.0916562814553723,-0.13437134947470022,-0.10187840830979229,-0.008119226298558652,0.10926739011358129,-0.02934214852181843,-0.29343407834479457,-0.13093035284042107,-0.034330518423243576,-0.059278662800260326,-0.09789204496519666,-0.30996437082480993,0.03076399677508348,0.03959552014008834,-0.28888123537027743,0.2171457626841759,-0.03156756871227643,0.1532427373867889,0.04759059447643486,-0.31575524797679744,0.15049538727113648,0.04670995349573492,-0.19923986554256834,0.1311490623625766,0.04000815278471399,0.04056968564022802,0.07142651657274285,-0.15325739425929524,0.018413414924456167,-0.10017377611722861,-0.48865300553134317
-0.3644038742256341,-0.2652494731418851,-0.17275162044374162,0.45108218853239795,-0.35909843686411774,-0.11214152823214023,-0.3915681648160787,0.46586070880882446,-0.14908427796829418,-0.4087473403826384,-0.14251158389079813,0.10410419507416252,-0.1994210123687253,0.3379090194378467,0.0657479642289623,-0.11221684730540636,0.08076383898739321,0.06699665952950223,0.13040534576223697,-0.11877036585723202,-0.11150870188595688,-0.31455454391105125,0.03938529199194415,0.05044197204027057,-0.004321896411809754,-0.09282206160548384,0.11407831573228584,-0.16555857737449547,-0.174284662395609,-0.046172792119308026,0.0035593686837133622,-0.020100631307886203,-0.07803454235920138,-0.022174788992262724,-0.19769602456807256,0.31382552212632325,-0.06347294087403173,-0.19718608159250256,-0.056973188616044085,0.02368955263713058,0.04774514880005707,-0.07932362625266363,-0.08617684930809641
-0.8897207006489039,-0.5197429190605943,0.17720521242896822,-0.7018460318604441,0.02597401527625214,-0.2973046644147992,-0.33337099721835045,0.30727541735636965,-0.2120613473557463,-0.14079319565671974,0.044734291457894405,0.1530340141445781,-0.01614429106852114,0.15811233414013315,-0.17821234608677047,0.12255100102265169,-0.11969772144865526,0.13784060919662697,0.11710546467492058,0.30117348302772334,-0.06939762264396247,-0.009690185581832666,0.28194316564828636,0.07569577786013294,0.312571729210926,0.13168514536797646,-0.17210557547029323,0.1419062281508217,-0.14415629313760372,0.4673681009631148,-0.08925874238723751,-0.06413808319552249,-0.32915052816865187,0.053953284630684786,-0.03757313509043649,-0.22025670918435428,-0.20815521278134544,0.15913904282423455,-0.00992141472867821,0.17459371850736013,0.1711527478913656,0.1853321840279064,0.002024717283947856
