PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54
-2.8586270142735546,0.41245634987194046,-1.3732756549189549,-0.8441102117947976,0.5995262306706869,0.08408844031630724,0.4305378227072145,1.1449937618702337,0.09399297437907476,-0.7121362547933066,-0.5552431994800494,0.7391719436090365,-0.25810842394830813,-0.2871832012393991,-0.563094231271484,-0.4005306768324871,-0.6297728837664989,0.14514066836738934,-0.36184976519163026,-0.21146024258375584,-0.2039901537178609,-0.0149776170926538,0.06129943953071715,0.28928700263354745,-0.659811235314755,-0.8438460514104509,0.17107217468242658,-0.1096195434138627,0.9644422616288834,0.3536579188943762,0.4313151836698626,0.07046848423927349,-0.20572880558793408,-0.01734143782537434,0.2795132994185585,-0.5845381099436788,-0.431726877886871,0.28396624602217124,-0.2929303596092918,-0.09705054572674124,-0.1267081664363986,-0.48526167579573204,-0.3035580230005821,-0.26301797033110647,-0.07817909227591169,0.5799697951046225,0.13552061880236876,0.26933741196118377,0.24816514935556971,-0.011630592593856043,0.030430932252474757,-0.01164176659699695,-0.1607158937952705,-0.3399108560408236
-1.2513606337469545,-2.6257091011986504,-0.28964128640344144,-0.6806882362177321,-1.4126904894102847,0.008949688599998451,-0.6672521948110408,1.263698925788097,0.4645195568494467,-0.05128898938770639,0.25762753203846367,-0.1773716825495357,0.7376516785783743,-0.3434104921277727,-0.45762841816900696,-0.022058489796516673,-0.1324881134405855,0.11576028701172705,0.15594225874972928,-0.4381204378950913,0.22741828943445896,-0.11284311631391025,0.1273464634120719,-0.06317645570321805,0.3539289121595429,0.7146472182896391,-0.20314194004213448,0.04240231036287673,-0.19847144225673052,-0.4511505476577761,0.31126694594338783,0.31790940375718324,-0.4230791644242624,-0.2575352832823297,-0.22843417395445875,-0.14470794510444726,-0.2868061452435461,0.33206114362103123,-0.35256347903736285,-0.08690422348497384,0.6448102754643537,0.7817609652192766,-0.1629486831688447,-0.4175963526430401,0.31495186307854117,-0.3866572583116391,-0.2838596160062332,0.2537151434343949,0.14326499978788898,-0.6652748733127325,-0.47851522389463397,0.3639794127621514,-0.19971341480016466,0.4603817628364557
0.29790261202197854,-0.9679112181549688,-3.2001335161450664,-0.043524955523233044,0.7969797890893074,0.9602961750145604,0.11620530134586049,-0.44234757390279794,0.6388523482190697,0.31446055543610146,0.2596235002283752,-0.40062637008492985,0.003859824705771439,-0.534748894095213,-0.549995192296141,-0.1500114784601094,0.24053360591190687,-0.28592008428094895,-0.049340322580796195,-0.9064146723054858,-0.18577679860237586,-0.4590828657492148,-0.4155768457751702,-0.3435936700494109,-0.1984058563906947,-0.553273406752502,-0.05452407994840647,0.34318924991830013,-0.21487666205743627,0.21292226461196934,-0.09131915922727213,0.12818907659604434,0.4240180685386694,0.14587777829094536,-0.37457945216485633,0.03729150926829908,-0.32544166103104055,0.19247307100275438,-0.15287649361079347,-0.23036430617117815,-0.004938105091964282,-0.17055722576647925,0.2760364146116663,-0.16773752751420146,-0.24870914949428186,-0.25873046360491936,0.052541312380148274,-0.19778856686576982,-0.4642821659567342,0.16529992167727384,-0.18900049424801518,-0.21141314662676067,-0.013383483780823102,-0.2773105640365714
-0.4247401570247624,-0.5919223859183007,1.0658164620276107,-0.6389222321813517,-1.082102666480502,-0.19673925965986233,-0.1322383754752844,0.20044864627615022,-0.27385071510264963,0.15055807687575085,0.2986788050598421,-0.7420689184449156,1.3017328690692154,-0.539126222248367,-0.3048692675630532,0.5009902103022843,0.36139879982538975,-0.15725170964422366,0.08972182966555953,0.7316689957936195,-0.5682289726539114,-0.24168579462587683,0.3720268080542779,0.3333942336488111,-0.2191244470309693,1.3483240002151609,0.5045206810144098,-0.2092994123543666,0.20446128557068216,1.372888356102139,-0.6182666514862898,0.22419856491883808,0.05219348728211681,-0.4147879333791285,0.07376198832912484,0.29151563959124027,-0.15306998989977333,-0.23849347752107386,-0.4812394494585115,-0.7449894998180879,0.4979671894839934,0.29381971786677313,0.43112116219374275,-0.36550763019208216,-0.07665639373040962,0.18588768899320007,-0.40454393849445436,0.010520103469285669,-0.043765420514608966,-0.34896575434406657,-0.2585932534021436,-0.42958273141616243,0.1478836119513317,-0.06322364415942475
-0.27115249694860477,0.4564107468655192,-0.15671094197316116,-0.6142969374766806,-0.5707767278892037,-1.104241183386617,0.8196964854912971,-0.130461711987794,1.3192670631031325,0.5374380688907053,0.03711695637085505,-0.21270687558373347,0.8785243279365899,0.0988502603964635,-2.0358959822522786,-1.0888498501560049,-0.584393783927376,-0.19565796723098003,0.01038483429858339,0.4422349032633667,0.2158576464429134,-0.08172452370552061,-0.23059672133781234,-0.4839993759590674,-0.10182282311400737,-0.1796650643591119,0.40271173015916706,0.011978325827162462,-0.02232688295866292,0.26074280687320006,0.41835925313112055,0.09982971498409833,0.3293440896929226,-0.23339933715025857,-0.18653540572783012,0.09686444025444957,-0.24144133142647775,0.5120914249100902,4.187550295964293e-05,-0.3050981515635992,0.02866802375980694,-0.4265023995712574,-0.42137498108141175,-0.16556557058632482,-0.41371014260683786,-0.12623407854740085,-0.11659847042972671,-0.1126497977558431,-0.2550622432710002,-0.32267300466242504,-0.2807365615655084,0.3744512044852305,0.7734391574662536,-0.5373491036306032
-1.5131877222321566,-1.609651304161019,-0.5251922293641438,0.04143392023578024,-0.4921178812778989,-0.17717607762223625,0.4052806023425415,-1.6604496063193666,-0.3640516500236753,-0.3151492582718581,-0.08201982781497733,1.2582851723082393,-0.8139876496165713,-0.5004698164429286,0.06968986612658912,0.29336897464120504,-0.21969996834868838,-0.0447450316488838,0.07265564461573633,-0.6715320332604302,0.09968157646110165,-0.23445526550976378,0.39939078149430807,-0.15637471299170524,0.5748958112103398,-0.026095043044396138,-0.006418821669918251,-0.5441751487455674,-0.05121176933706165,-0.10051088303972505,0.260335420248468,-0.3601666410455817,0.027863021340721494,-0.40723839706871817,-0.5196945979418967,-0.6193993144108603,-0.41918176306991095,-0.4007714200853488,-0.1734193080692501,0.3052691901531057,-0.1704019381155793,-0.6597736166772888,0.012051901860273273,-0.05644247319152696,0.22970646242820755,-0.17850768934629402,-0.05558208016583718,0.04943736177290195,0.14988192001360318,0.059455271899282826,0.035154956108620766,-0.025504905765117658,0.016656162123872553,-0.280467684912163
-1.7043994974173438,-0.2748302308474051,-0.5780276349800051,-0.46778260119633913,0.8513183966241323,-1.7000713679191635,0.26325681589638794,-0.08404668615863731,-0.7036902703459743,-0.3190934003212758,-0.09469786397828664,0.5460971916927413,-0.5112975217898938,0.014665706337466,0.1243399743272563,-0.4044462500211528,-1.2447209891932194,-0.306604208976372,-0.43415784703527754,0.8233738383148734,0.30017262670617856,0.19544102277027964,0.022665036516369197,-1.1015124878922282,-0.529375394652547,0.19003622828703812,-0.2947176811114699,-0.5726140555806193,-0.8104568490521135,0.3391837395308223,0.24930789484290997,-0.1096443703733225,0.14602841958680143,-0.16865992978832267,0.7859810953171944,-0.31679506543798547,-0.4080260078115667,-0.37644850094792,0.41335252935298183,0.41386731644851615,-0.3673663999171935,-0.42966522045486527,-0.08729999118612587,-0.14525306922752584,0.3955009217329746,0.20979926354384104,-0.26534390919291695,0.4026516574449863,-0.2080946818372094,-0.4351823400167862,0.36211317979864976,-0.20343292276283345,-0.09101421888116218,-0.19660308665298223
-2.6772291972656492,-0.8186202782028489,-1.5129931690718574,0.7975133296702348,0.8719881151674688,-0.18790269762569495,-0.1829950934276119,-0.26982852359894555,-1.3137163901428996,-0.8560368639734984,0.6573740949654354,-0.3322480720458192,-0.44560921031662915,0.09825910651816416,-0.5209815140064814,0.5989567711646424,-0.050177374681752554,0.016627297682301173,-0.8817765865664896,0.910616118120124,-0.7303269974672214,0.2634908310459839,-0.9214180527596549,0.05843602300257322,0.8749932646470165,0.08384845073654779,0.15125635063030346,-0.056108151437133436,0.26734813714168215,0.5568969990647183,-0.9121840380820574,-0.00047814098190990945,-0.41854216910932696,-0.5088638881102774,-0.01047220898863399,0.17665366861540865,-0.3003428130774586,0.282485383261738,0.25886489270257496,-0.2915509841936942,0.2060301893926974,0.0016801345411513527,0.32435765700153874,-0.027020870908454092,0.14105476883191512,-0.38438088671231585,-0.21339802792590162,0.02665737431963275,0.053384523171968665,0.0182467904714943,-0.6666508579906578,-0.5264966229176427,0.5928978190964672,-0.22409115159204465
-2.1283186900258073,0.7126769199418952,0.7272743878375247,-0.4154291819268157,0.5708975580257273,0.06446115970788857,1.049171970588054,0.07228248087325873,-0.03256045991017561,-1.0133312918937794,-0.1844999766139259,0.13711939347183366,0.08916711500472156,-0.9949514709351621,-0.3540756280433917,0.27240418463235483,0.6043024879827156,0.2948189826378752,-0.28600149071602876,-0.004906818964574289,-0.29670511328888755,-0.2162149088391029,-0.7273173106681646,-0.5687458307477999,0.8565822923731349,-0.609383305887617,-0.002052382489443949,-0.16112378839150032,-0.055031205822231116,0.1932725289670592,0.35436221003676305,0.2244991713372412,0.40807067986263346,-0.6066239287535984,0.224254355327822,-0.5548807379602636,-0.6908073489816293,1.0950309690438769,0.24296853746529085,-0.10105027903242686,0.19878406276441168,-0.34822711078554675,-0.19177959565780667,0.2831683120966783,0.5771499630011768,0.35862395017527915,-0.004324930109478792,0.05058506473363053,-0.27746927199946747,-0.24144016227087645,0.21693842471625926,-0.04619163363657733,0.017680274111541716,-0.08109686262373397
-1.18491351313726,0.954597895643154,-1.1394326514554005,-0.956495492734504,0.9865921846580671,-0.13391575327016086,-1.46456614544423,-0.3558590366198599,-0.2910606844717256,-1.074617392787654,1.2152857142580955,1.2777604444856179,0.18757700680006845,-0.5836705968546427,-0.41502140915220903,0.7724760833226878,0.2834264701209843,0.41407193586337,-0.05718204336011974,-0.1811009459854087,0.8128156413721552,0.3253836951586424,-0.8365065287990087,-0.1762658147343391,-0.2459109488355501,0.03561215170789794,-0.3136919162977253,-0.22055472122514105,0.6294620961914148,-0.030630723597595888,-0.4678652715062808,0.028206531722886265,0.13410059719221737,-0.07695977167572654,-0.006396085412265551,0.07462351239526768,-0.22107821683410392,0.44205608875779995,-0.11252758679507979,-0.23187874725932628,0.0938579059614837,-0.19952096298381794,0.4275688721826829,0.14155196535571934,-0.11093169289366041,0.35134971591596387,0.1859210962323457,0.04610043795245419,-0.2828704950229064,-0.07676554408047404,-0.20055055133416874,0.008623490258957409,-0.6987662767337008,-0.27846279057256995
